id,subject,subject_en,domain,domain_en,name,type,age_range_start,age_range_end,stage,description,evidence,assessment_prompt,cn_standards,source_gap_id,origin
mtc_215,数学,Mathematics,方程与不等式,Equations & Inequalities,不等式的性质,CONCEPTUAL,13,15,第四学段(7~9年级),掌握不等式的三条基本性质，特别是不等式两边同乘（除以）负数时不等号方向改变。,能说出不等式的三条基本性质；能说明不等号何时改变方向；能运用性质对不等式变形,让 {{name}} 说说不等式两边同乘一个负数时不等号会怎样，并举例说明。,moe-2022-math:S4.EQ.04,G-JH-MATH-02,cn_only
mtc_216,数学,Mathematics,方程与不等式,Equations & Inequalities,一元一次不等式与不等式组的解法,PROCEDURAL,13,15,第四学段(7~9年级),掌握一元一次不等式和不等式组的解法，能在数轴上表示解集，会求不等式组的公共解。,能正确解一元一次不等式；能求不等式组的解集并在数轴上表示；能正确取各不等式解集的公共部分,让 {{name}} 解不等式组 2x-1大于3 且 x+2小于7 并在数轴上表示解集。,moe-2022-math:S4.EQ.04,G-JH-MATH-02,cn_only
mtc_217,数学,Mathematics,方程与不等式,Equations & Inequalities,不等式的实际应用,PROCEDURAL,13,15,第四学段(7~9年级),能根据实际问题中的不等关系列出一元一次不等式（组）求解，做出最优方案选择。,能从实际问题中找出不等关系；能列不等式（组）求解；能根据解集做出合理决策,给 {{name}} 一道关于购物方案选择的问题，请他用不等式分析哪种方案更划算。,moe-2022-math:S4.EQ.04,G-JH-MATH-02,cn_only
mtc_218,数学,Mathematics,函数,Functions,变量与函数的概念,CONCEPTUAL,13,14,第四学段(7~9年级),理解常量、变量和函数的概念，能识别实际问题中的函数关系，会求自变量取值范围和函数值。,能区分常量和变量；能判断两个变量之间是否构成函数关系；能求自变量的取值范围和函数值,给 {{name}} 一个实际情境，请他找出变量并说明是否构成函数关系。,moe-2022-math:S4.FN.01,G-JH-MATH-03,cn_only
mtc_219,数学,Mathematics,函数,Functions,一次函数的图像与性质,CONCEPTUAL,13,15,第四学段(7~9年级),理解一次函数 y=kx+b 的概念，能用两点法画出图像，结合图像理解 k 和 b 对图像的影响。,能判断两个变量是否构成一次函数关系；能用两点法画出一次函数图像；能根据图像说出 k 和 b 的作用,让 {{name}} 画出 y=2x-3 的图像，并说明 k 和 b 对图像的影响。,moe-2022-math:S4.FN.01,G-JH-MATH-03,cn_only
mtc_220,数学,Mathematics,函数,Functions,一次函数与方程不等式的关系,META,13,15,第四学段(7~9年级),理解一次函数与一元一次方程、一元一次不等式的联系，能用函数图像求方程的解和不等式的解集。,能说明一次函数与一元一次方程的关系；能用函数图像求不等式的解集；能综合运用函数与方程解决问题,让 {{name}} 用一次函数的图像说明方程 2x-3=0 的解在哪里。,moe-2022-math:S4.FN.01,G-JH-MATH-03,cn_only
mtc_221,数学,Mathematics,函数,Functions,一次函数的实际应用,PROCEDURAL,13,15,第四学段(7~9年级),能用一次函数解决实际问题（如方案选择、分段计费），会结合图像做最优决策。,能根据实际问题建立一次函数关系；能利用函数图像分析方案；能做出最优决策,给 {{name}} 一道出租车分段计费问题，请他用一次函数分析费用。,moe-2022-math:S4.FN.01,G-JH-MATH-03,cn_only
mtc_222,数学,Mathematics,函数,Functions,反比例函数的图像与性质,CONCEPTUAL,13,15,第四学段(7~9年级),理解反比例函数 y=k/x 的概念，能画出双曲线图像，结合图像理解比例系数 k 的意义。,能识别反比例函数关系；能画出双曲线图像；能说明图像在每个象限内的变化趋势,让 {{name}} 画出 y=6/x 的图像，说说它在每个象限内怎样变化。,moe-2022-math:S4.FN.02,G-JH-MATH-03,cn_only
mtc_223,数学,Mathematics,函数,Functions,反比例函数的实际应用,PROCEDURAL,13,15,第四学段(7~9年级),能用反比例函数解决实际问题（如压强与受力面积、路程一定时速度与时间的关系）。,能根据实际问题建立反比例函数关系；能用反比例函数的图像或解析式求解；能检验结果合理性,让 {{name}} 用反比例函数解释当路程一定时速度和时间的关系。,moe-2022-math:S4.FN.02,G-JH-MATH-03,cn_only
mtc_224,数学,Mathematics,函数,Functions,二次函数的图像,CONCEPTUAL,14,15,第四学段(7~9年级),理解二次函数的概念，能用描点法或配方法画出抛物线，理解 a、b、c 对图像的影响。,能把二次函数化为顶点式；能用描点法画出抛物线图像；能说明 a 对开口方向的影响,让 {{name}} 把 y=x的平方减4x加3 配方为顶点式并画出图像。,moe-2022-math:S4.FN.03,G-JH-MATH-03,cn_only
mtc_225,数学,Mathematics,函数,Functions,二次函数的性质与最值,CONCEPTUAL,14,15,第四学段(7~9年级),能确定抛物线的开口方向、对称轴、顶点坐标，理解二次函数的最值并能求解。,能求出抛物线的对称轴和顶点坐标；能判断抛物线的增减性；能求二次函数的最大值或最小值,让 {{name}} 说出 y=x的平方减4x加3 的顶点坐标和最值。,moe-2022-math:S4.FN.03,G-JH-MATH-03,cn_only
mtc_226,数学,Mathematics,函数,Functions,二次函数的实际应用,PROCEDURAL,14,15,第四学段(7~9年级),能用二次函数解决利润最大、面积最大等最值问题，能解决抛物线形状的桥梁隧道等实际问题。,能根据实际问题建立二次函数模型；能利用二次函数求最值；能解决几何图形中的二次函数问题,给 {{name}} 一道求最大利润的问题，请他用二次函数求最优售价。,moe-2022-math:S4.FN.03,G-JH-MATH-03,cn_only
mtc_227,数学,Mathematics,图形与几何,Geometry & Shapes,相交线与对顶角邻补角,CONCEPTUAL,12,13,第四学段(7~9年级),理解对顶角和邻补角的概念，掌握对顶角相等的性质，能进行简单角度计算。,能识别对顶角和邻补角；能运用对顶角相等的性质；能进行简单角度计算,给 {{name}} 两条相交直线，请他指出对顶角和邻补角并求未知角。,moe-2022-math:S4.GE.01,G-JH-MATH-04,upstream_adapt
mtc_228,数学,Mathematics,图形与几何,Geometry & Shapes,平行线的性质与判定,CONCEPTUAL,12,13,第四学段(7~9年级),掌握平行线的性质（同位角内错角同旁内角）和判定方法，能进行简单的推理书写。,能区分平行线的性质和判定；能用平行线性质求角的大小；能用判定方法说明两直线平行,给 {{name}} 一个含平行线的图形，请他说明某两个角相等的理由。,moe-2022-math:S4.GE.01,G-JH-MATH-04,upstream_adapt
mtc_229,数学,Mathematics,图形与几何,Geometry & Shapes,三角形的三边关系与内角和,CONCEPTUAL,12,13,第四学段(7~9年级),掌握三角形三边关系定理和内角和定理，能判断三条线段能否组成三角形，求三角形内角。,能用三边关系判断能否构成三角形；能用内角和定理求角的度数；能求三角形外角的度数,给 {{name}} 三条线段的长度，请他判断能否构成三角形并说明理由。,moe-2022-math:S4.GE.02,G-JH-MATH-04,cn_only
mtc_230,数学,Mathematics,图形与几何,Geometry & Shapes,全等三角形的判定,CONCEPTUAL,12,14,第四学段(7~9年级),掌握三角形全等的判定方法（SSS/SAS/ASA/AAS/HL），能选择合适方法判定全等。,能说出全等三角形的四种判定方法；能根据条件选择合适方法；能正确书写全等的判定理由,给 {{name}} 两个三角形，请他判断用哪种方法证明它们全等。,moe-2022-math:S4.GE.02,G-JH-MATH-04,upstream_adapt
mtc_231,数学,Mathematics,图形与几何,Geometry & Shapes,全等三角形的证明与书写,PROCEDURAL,12,15,第四学段(7~9年级),能规范书写三角形全等的证明过程，明确公共边、公共角等隐含条件的运用。,能找出证明全等所需的条件；能规范书写证明过程；能利用全等证明线段或角相等,让 {{name}} 证明两个三角形全等，书写完整的推理过程。,moe-2022-math:S4.GE.02,G-JH-MATH-04,upstream_adapt
mtc_232,数学,Mathematics,图形与几何,Geometry & Shapes,等腰三角形的性质与判定,CONCEPTUAL,12,14,第四学段(7~9年级),掌握等腰三角形（等边三角形）的性质（等边对等角、三线合一）和判定方法。,能运用等腰三角形等边对等角求角度；能运用三线合一解决问题；能判定一个三角形是等腰三角形,给 {{name}} 一个等腰三角形，已知顶角求底角并说明理由。,moe-2022-math:S4.GE.02,G-JH-MATH-04,cn_only
mtc_233,数学,Mathematics,图形与几何,Geometry & Shapes,勾股定理及其应用,CONCEPTUAL,12,14,第四学段(7~9年级),掌握勾股定理（直角三角形两直角边的平方和等于斜边的平方），能运用它求边长和解决实际问题。,能说出勾股定理的内容；能运用勾股定理求直角三角形的边长；能解决简单的实际问题,让 {{name}} 用勾股定理求直角三角形的第三边。,moe-2022-math:S4.GE.03,G-JH-MATH-04,upstream_adapt
mtc_234,数学,Mathematics,图形与几何,Geometry & Shapes,勾股定理的逆定理,CONCEPTUAL,12,14,第四学段(7~9年级),掌握勾股定理的逆定理，能根据三边长度判断一个三角形是否为直角三角形。,能说出勾股定理逆定理的内容；能用逆定理判断三角形是否为直角三角形；能区分定理与逆定理,给 {{name}} 三边长 3、4、5，请他判断是不是直角三角形。,moe-2022-math:S4.GE.03,G-JH-MATH-04,cn_only
mtc_235,数学,Mathematics,图形与几何,Geometry & Shapes,平行四边形的性质与判定,CONCEPTUAL,13,15,第四学段(7~9年级),掌握平行四边形的性质（对边相等、对角相等、对角线互相平分）和判定方法。,能说出平行四边形的性质；能说出平行四边形的判定方法；能用性质或判定解决问题,让 {{name}} 证明一个四边形是平行四边形并说出判定依据。,moe-2022-math:S4.GE.04,G-JH-MATH-04,upstream_adapt
mtc_236,数学,Mathematics,图形与几何,Geometry & Shapes,矩形菱形正方形的性质与判定,CONCEPTUAL,13,15,第四学段(7~9年级),掌握矩形、菱形、正方形的特殊性质和判定方法，理解它们与平行四边形之间的包含关系。,能说出矩形菱形正方形各自的特殊性质；能判定一个四边形是特殊四边形；能说明它们之间的包含关系,让 {{name}} 画图说明平行四边形、矩形、菱形、正方形之间的包含关系。,moe-2022-math:S4.GE.04,G-JH-MATH-04,upstream_adapt
mtc_237,数学,Mathematics,图形与几何,Geometry & Shapes,圆的有关概念与垂径定理,CONCEPTUAL,14,15,第四学段(7~9年级),理解圆、弧、弦、圆心角等概念，掌握垂径定理及其推论，能运用垂径定理进行计算和证明。,能说出圆的有关概念；能运用垂径定理求弦长或半径；能添加辅助线解决垂径定理问题,给 {{name}} 一个圆中弦被垂径平分的问题，请他求弦长或半径。,moe-2022-math:S4.GE.05,G-JH-MATH-04,upstream_adapt
mtc_238,数学,Mathematics,图形与几何,Geometry & Shapes,圆周角定理,CONCEPTUAL,14,15,第四学段(7~9年级),掌握圆周角定理（同弧所对圆周角等于圆心角的一半）及其推论，能运用定理求角。,能说出圆周角定理的内容；能运用定理求圆周角的度数；能运用推论判断直径所对的角是直角,给 {{name}} 一个圆的图形，请他用圆周角定理求未知角的度数。,moe-2022-math:S4.GE.05,G-JH-MATH-04,cn_only
mtc_239,数学,Mathematics,图形与几何,Geometry & Shapes,弧长与扇形面积的计算,PROCEDURAL,14,15,第四学段(7~9年级),掌握弧长公式和扇形面积公式，能运用公式计算弧长和扇形面积。,能用弧长公式计算弧长；能用扇形面积公式计算面积；能解决组合图形的面积问题,给 {{name}} 一个半径和圆心角，请他计算对应的弧长和扇形面积。,moe-2022-math:S4.GE.05,G-JH-MATH-04,cn_only
mtc_240,数学,Mathematics,图形的变换,Transformations,平移变换,CONCEPTUAL,12,13,第四学段(7~9年级),理解平移的概念和性质，能按要求作出平移后的图形，能用坐标描述平移。,能说出平移的基本性质；能作出图形平移后的图形；能用坐标表示平移前后点的变化,让 {{name}} 在坐标系中把一个三角形向右平移3个单位，画出变换后的图形。,moe-2022-math:S4.TR.01,G-JH-MATH-05,upstream_adapt
mtc_241,数学,Mathematics,图形的变换,Transformations,轴对称与轴对称图形,CONCEPTUAL,12,14,第四学段(7~9年级),理解轴对称和轴对称图形的概念，能作出一个图形关于某直线的对称图形，理解对应点的坐标关系。,能区分轴对称和轴对称图形；能作出图形关于直线的对称图形；能用坐标表示对称关系,让 {{name}} 作出一个三角形关于 y 轴对称的图形并写出对应点坐标。,moe-2022-math:S4.TR.01,G-JH-MATH-05,cn_only
mtc_242,数学,Mathematics,图形的变换,Transformations,旋转变换,CONCEPTUAL,13,14,第四学段(7~9年级),理解旋转的概念和性质，能按要求作出旋转后的图形，能发现图形变换中的不变量。,能说出旋转的三要素（旋转中心方向角度）；能作出图形旋转后的图形；能发现旋转中的不变量,让 {{name}} 把一个三角形绕某点旋转90度，画出旋转后的图形。,moe-2022-math:S4.TR.01,G-JH-MATH-05,cn_only
mtc_243,数学,Mathematics,图形的变换,Transformations,相似多边形与位似图形,CONCEPTUAL,14,15,第四学段(7~9年级),理解相似多边形的概念和相似比，掌握相似三角形的判定和性质，了解位似图形。,能判断图形是否相似并求相似比；能证明三角形相似并求边长；能利用位似把图形放大或缩小,让 {{name}} 证明两个三角形相似并求出相似比。,moe-2022-math:S4.TR.02,G-JH-MATH-05,cn_only
mtc_244,数学,Mathematics,图形的变换,Transformations,锐角三角函数,CONCEPTUAL,14,15,第四学段(7~9年级),掌握锐角三角函数（正弦、余弦、正切）的定义，能求30度45度60度等特殊角的三角函数值。,能说出锐角三角函数的定义；能求特殊角的三角函数值；能说明三角函数值随角度变化的关系,让 {{name}} 在一个含30度的直角三角形中求各边的三角函数值。,moe-2022-math:S4.TR.02,G-JH-MATH-05,cn_only
mtc_245,数学,Mathematics,图形的变换,Transformations,解直角三角形,PROCEDURAL,14,15,第四学段(7~9年级),能运用勾股定理、锐角三角函数和两锐角互余的关系解直角三角形，解决实际测量问题。,能根据已知条件解直角三角形；能用三角函数解决仰角俯角问题；能解决坡度坡角等实际问题,让 {{name}} 用解直角三角形的方法求一座建筑物的高度（已知仰角和距离）。,moe-2022-math:S4.TR.02,G-JH-MATH-05,cn_only
mtc_246,数学,Mathematics,统计与概率,Statistics & Probability,数据的收集与整理,PROCEDURAL,12,14,第四学段(7~9年级),了解全面调查和抽样调查，能设计简单的调查方案，会用统计表和统计图整理数据。,能区分全面调查和抽样调查；能选择合适的统计图表示数据；能从统计图中获取信息,让 {{name}} 设计一个调查班级同学身高的方案并选择合适的统计图。,moe-2022-math:S4.SP.01,G-JH-MATH-06,cn_only
mtc_247,数学,Mathematics,统计与概率,Statistics & Probability,平均数中位数与众数,PROCEDURAL,12,15,第四学段(7~9年级),理解平均数、中位数、众数的概念和意义，能选择合适的集中趋势量分析数据。,能计算平均数中位数和众数；能说明三个统计量各自的适用场景；能根据问题选择合适的统计量,给 {{name}} 一组数据，请他计算平均数、中位数和众数并解释意义。,moe-2022-math:S4.SP.01,G-JH-MATH-06,upstream_adapt
mtc_248,数学,Mathematics,统计与概率,Statistics & Probability,方差与数据的波动程度,PROCEDURAL,12,15,第四学段(7~9年级),理解方差是刻画数据波动程度的量，能计算方差并用它比较两组数据的稳定性。,能计算一组数据的方差；能用方差说明数据的波动大小；能根据方差比较两组数据的稳定性,给 {{name}} 两名射击运动员的成绩数据，请他用方差判断谁发挥更稳定。,moe-2022-math:S4.SP.01,G-JH-MATH-06,cn_only
mtc_249,数学,Mathematics,统计与概率,Statistics & Probability,统计图的选择与解读,REPRESENTATIONAL,12,15,第四学段(7~9年级),能根据数据特点选择合适的统计图（条形图折线图扇形图），并能从统计图中读取和解读信息。,能说出三种统计图各自的特点；能根据数据选择合适的统计图；能从统计图中发现并解释数据特征,给 {{name}} 一张扇形统计图，请他解读图中反映的信息。,moe-2022-math:S4.SP.01,G-JH-MATH-06,cn_only
mtc_250,数学,Mathematics,统计与概率,Statistics & Probability,概率的意义,CONCEPTUAL,12,14,第四学段(7~9年级),理解概率是描述随机事件发生可能性大小的量，能判断必然事件、不可能事件和随机事件。,能区分必然事件不可能事件和随机事件；能理解概率的意义和取值范围；能比较事件发生的可能性,让 {{name}} 说说掷一枚骰子点数小于7是什么事件，概率是多少。,moe-2022-math:S4.SP.02,G-JH-MATH-06,cn_only
mtc_251,数学,Mathematics,统计与概率,Statistics & Probability,用列举法求概率,PROCEDURAL,12,15,第四学段(7~9年级),能用列表法和树状图法列举所有等可能的结果，正确计算简单随机事件的概率。,能用列表法列举所有可能结果；能用树状图法列举所有可能结果；能正确计算概率,让 {{name}} 用树状图求掷两枚骰子点数和为7的概率。,moe-2022-math:S4.SP.02,G-JH-MATH-06,upstream_adapt
mtc_252,数学,Mathematics,统计与概率,Statistics & Probability,用频率估计概率,CONCEPTUAL,12,15,第四学段(7~9年级),理解在大量重复试验中频率趋于稳定，可以用频率来估计概率，体会频率与概率的关系。,能说明频率与概率的关系；能用频率估计概率；能设计模拟试验估算概率,让 {{name}} 说说抛硬币很多次后正面朝上的频率会怎样变化，为什么能估计概率。,moe-2022-math:S4.SP.02,G-JH-MATH-06,cn_only
mtc_253,数学,Mathematics,综合与实践,Comprehensive Practice,数学建模初步,META,13,15,第四学段(7~9年级),经历从实际问题中抽象数学模型、求解并验证的过程，体会数学建模的基本思想。,能从实际问题中抽象数学关系；能建立模型并求解；能验证并反思模型的合理性,让 {{name}} 用数学方法分析一个最优方案选择问题，建立模型并求解。,moe-2022-math:S4.CP.01,G-JH-MATH-07,cross_domain
mtc_254,数学,Mathematics,综合与实践,Comprehensive Practice,代数与几何综合应用,META,13,15,第四学段(7~9年级),能综合运用代数（方程函数不等式）和几何知识解决综合性的实际问题或动点问题。,能综合运用方程函数等代数知识；能结合几何图形分析问题；能解决简单的动点或综合探究问题,给 {{name}} 一道结合一次函数与几何图形的综合题，请他分析求解。,moe-2022-math:S4.CP.01,G-JH-MATH-07,cross_domain
mtc_255,化学,Chemistry,科学探究与化学实验,Chemical Inquiry,常见化学仪器与药品取用,PROCEDURAL,12,13,第四学段(7~9年级),认识试管烧杯量筒酒精灯等常见化学仪器，掌握固体和液体药品的取用方法和安全规则。,能识别并说出常见仪器的用途；能正确取用固体和液体药品；能说出实验室安全注意事项,让 {{name}} 演示如何用药匙取用固体粉末和用滴管取用液体，并说安全要点。,moe-2022-chem:S4.EX.01,G-JH-CHEM-01,cn_only
mtc_256,化学,Chemistry,科学探究与化学实验,Chemical Inquiry,加热过滤与蒸发操作,PROCEDURAL,12,14,第四学段(7~9年级),掌握给试管中液体加热的方法、过滤操作（一贴二低三靠）和蒸发结晶的基本操作。,能正确给试管里的液体加热；能进行规范的过滤操作；能进行蒸发操作得到晶体,让 {{name}} 说说过滤操作的一贴二低三靠分别指什么，并演示加热液体。,moe-2022-chem:S4.EX.01,G-JH-CHEM-01,cn_only
mtc_257,化学,Chemistry,科学探究与化学实验,Chemical Inquiry,实验室制取氧气,PROCEDURAL,12,14,第四学段(7~9年级),掌握实验室用过氧化氢（二氧化锰催化）和高锰酸钾制取氧气的原理、装置、收集和检验方法。,能写出制取氧气的化学方程式；能选择并组装制取氧气的装置；能用排水法和向上排空气法收集氧气并检验,让 {{name}} 设计实验制取一瓶氧气，说明用什么药品和装置、怎么收集和检验。,moe-2022-chem:S4.EX.01,G-JH-CHEM-01,cn_only
mtc_258,化学,Chemistry,科学探究与化学实验,Chemical Inquiry,实验室制取二氧化碳,PROCEDURAL,13,14,第四学段(7~9年级),掌握实验室用大理石和稀盐酸制取二氧化碳的原理、装置选择和收集检验方法。,能写出制取二氧化碳的化学方程式；能说明为什么选用大理石和稀盐酸；能用向上排空气法收集并检验,让 {{name}} 说说实验室制取二氧化碳用什么药品、装置和收集方法，并说明理由。,moe-2022-chem:S4.EX.01,G-JH-CHEM-01,cn_only
mtc_259,化学,Chemistry,科学探究与化学实验,Chemical Inquiry,常见气体的收集与检验方法,PROCEDURAL,12,15,第四学段(7~9年级),掌握氧气、二氧化碳、氢气等常见气体的收集方法（排水法向上向下排空气法）和检验方法。,能根据气体性质选择合适的收集方法；能用带火星木条检验氧气；能用澄清石灰水检验二氧化碳,给 {{name}} 一瓶气体，请他设计实验判断是氧气还是二氧化碳。,moe-2022-chem:S4.EX.02,G-JH-CHEM-01,cn_only
mtc_260,化学,Chemistry,科学探究与化学实验,Chemical Inquiry,物质的分离与提纯,PROCEDURAL,13,15,第四学段(7~9年级),能用过滤、结晶、蒸馏等物理或化学方法分离和提纯混合物，能根据物质性质设计分离方案。,能说明过滤结晶蒸馏的适用条件；能设计分离混合物的实验方案；能解释分离方法的原理,让 {{name}} 设计一个分离粗盐（含泥沙）中氯化钠的实验方案。,moe-2022-chem:S4.EX.02,G-JH-CHEM-01,cn_only
mtc_261,化学,Chemistry,物质的性质与应用,Properties & Applications,空气的成分及测定,CONCEPTUAL,12,14,第四学段(7~9年级),了解空气的主要成分及体积分数（氮气约78%、氧气约21%等），能用实验测定空气中氧气的含量。,能说出空气的主要成分及体积分数；能说明测定空气中氧气含量实验的原理；能分析实验误差原因,让 {{name}} 说出空气的主要成分及体积分数，并说说怎么测定氧气含量。,moe-2022-chem:S4.PA.01,G-JH-CHEM-02,cn_only
mtc_262,化学,Chemistry,物质的性质与应用,Properties & Applications,氧气的性质,CONCEPTUAL,12,14,第四学段(7~9年级),掌握氧气的物理性质和化学性质，能描述氧气与碳硫磷铁等物质反应的现象和产物。,能描述氧气的物理性质；能描述氧气与几种物质反应的现象；能写出相关的化学方程式,让 {{name}} 说说铁丝在氧气中燃烧的现象，并写出化学方程式。,moe-2022-chem:S4.PA.01,G-JH-CHEM-02,cn_only
mtc_263,化学,Chemistry,物质的性质与应用,Properties & Applications,水的组成与净化,CONCEPTUAL,12,14,第四学段(7~9年级),通过电解水实验认识水是由氢氧两种元素组成的，了解硬水软水及水的净化方法（吸附沉淀过滤消毒）。,能解释电解水实验说明了什么；能区分硬水和软水；能说出水的净化步骤和原理,让 {{name}} 解释电解水实验说明了什么，并说说怎么区分硬水和软水。,moe-2022-chem:S4.PA.02,G-JH-CHEM-02,cn_only
mtc_264,化学,Chemistry,物质的性质与应用,Properties & Applications,溶液的形成与溶解现象,CONCEPTUAL,12,14,第四学段(7~9年级),理解溶液、溶质和溶剂的概念，能判断溶液中溶质和溶剂，了解溶解时的吸热和放热现象。,能说出溶液的基本特征（均一稳定）；能判断溶液中的溶质和溶剂；能说明溶解时的吸热放热现象,给 {{name}} 几种混合物，请他判断哪些是溶液并指出溶质和溶剂。,moe-2022-chem:S4.PA.02,G-JH-CHEM-02,cn_only
mtc_265,化学,Chemistry,物质的性质与应用,Properties & Applications,溶解度与溶解度曲线,CONCEPTUAL,13,15,第四学段(7~9年级),理解固体溶解度的概念（四要素），能读懂溶解度曲线，能比较不同物质的溶解性。,能说出固体溶解度概念的四要素；能解读溶解度曲线上的信息；能比较不同温度下物质的溶解度,给 {{name}} 一张溶解度曲线图，请他说出某物质在20度时的溶解度并比较两种物质的溶解性。,moe-2022-chem:S4.PA.02,G-JH-CHEM-02,cn_only
mtc_266,化学,Chemistry,物质的性质与应用,Properties & Applications,溶液中溶质的质量分数计算,PROCEDURAL,13,15,第四学段(7~9年级),掌握溶质质量分数的概念和公式，能进行溶液稀释和浓缩的计算，会配制一定质量分数的溶液。,能用公式计算溶质的质量分数；能进行溶液稀释的计算；能设计配制一定质量分数溶液的步骤,让 {{name}} 计算把10克食盐溶于90克水后溶液的质量分数，并说说怎么配制。,moe-2022-chem:S4.PA.02,G-JH-CHEM-02,cn_only
mtc_267,化学,Chemistry,物质的性质与应用,Properties & Applications,碳单质的性质与用途,CONCEPTUAL,13,15,第四学段(7~9年级),了解金刚石、石墨、活性炭等碳单质的物理性质差异和用途，理解结构决定性质的关系。,能说出金刚石和石墨的性质差异及用途；能说明活性炭的吸附性；能理解碳单质结构决定性质,让 {{name}} 说说金刚石和石墨都是由碳元素组成为什么性质差异这么大。,moe-2022-chem:S4.PA.03,G-JH-CHEM-02,cn_only
mtc_268,化学,Chemistry,物质的性质与应用,Properties & Applications,二氧化碳的性质,CONCEPTUAL,13,15,第四学段(7~9年级),掌握二氧化碳的物理性质和化学性质（不支持燃烧、与水反应、与澄清石灰水反应），能解释相关现象。,能描述二氧化碳的物理性质；能说出二氧化碳的化学性质；能用化学性质解释生活现象,让 {{name}} 说说二氧化碳有哪些性质，并解释它为什么能用来灭火。,moe-2022-chem:S4.PA.03,G-JH-CHEM-02,cn_only
mtc_269,化学,Chemistry,物质的性质与应用,Properties & Applications,一氧化碳的性质,CONCEPTUAL,13,15,第四学段(7~9年级),掌握一氧化碳的可燃性、还原性和毒性，能写出相关化学方程式并解释一氧化碳中毒原理。,能写出一氧化碳燃烧的化学方程式；能说明一氧化碳的还原性；能解释一氧化碳的毒性及预防,让 {{name}} 说说一氧化碳为什么有毒，以及它能还原氧化铜的原理。,moe-2022-chem:S4.PA.03,G-JH-CHEM-02,cn_only
mtc_270,化学,Chemistry,物质的性质与应用,Properties & Applications,金属的物理性质与合金,CONCEPTUAL,13,15,第四学段(7~9年级),了解金属的共同物理性质（光泽导电导热延展性）和合金的特点（硬度大熔点低）及用途。,能说出金属的共同物理性质；能说明合金比纯金属硬度大熔点低；能根据用途选择合适的金属材料,让 {{name}} 说说为什么合金比纯金属应用更广泛，举几个合金的例子。,moe-2022-chem:S4.PA.04,G-JH-CHEM-02,upstream_adapt
mtc_271,化学,Chemistry,物质的性质与应用,Properties & Applications,金属的化学性质,CONCEPTUAL,13,15,第四学段(7~9年级),掌握金属与氧气、酸和盐溶液反应的化学性质，能写出相关化学方程式。,能写出金属与氧气反应的方程式；能写出金属与酸反应的方程式；能写出金属与盐溶液反应的方程式,让 {{name}} 写出铁与稀盐酸、铁与硫酸铜溶液反应的化学方程式。,moe-2022-chem:S4.PA.04,G-JH-CHEM-02,upstream_adapt
mtc_272,化学,Chemistry,物质的性质与应用,Properties & Applications,金属活动性顺序及其应用,CONCEPTUAL,13,15,第四学段(7~9年级),掌握金属活动性顺序表，能用它判断金属能否与酸反应、能否发生置换反应并比较金属活动性强弱。,能背诵金属活动性顺序表；能判断金属能否置换酸中的氢；能设计实验比较金属的活动性强弱,让 {{name}} 用金属活动性顺序判断铁能否置换硫酸铜溶液中的铜。,moe-2022-chem:S4.PA.04,G-JH-CHEM-02,upstream_adapt
mtc_273,化学,Chemistry,物质的性质与应用,Properties & Applications,金属的锈蚀与防护,CONCEPTUAL,13,15,第四学段(7~9年级),了解铁锈蚀的条件（同时接触水和氧气），能设计实验探究防锈方法，了解金属资源的保护。,能说出铁生锈的条件；能设计实验验证生锈的条件；能提出防止金属锈蚀的方法,让 {{name}} 说说铁在什么条件下容易生锈，以及如何防止自行车生锈。,moe-2022-chem:S4.PA.04,G-JH-CHEM-02,cn_only
mtc_274,化学,Chemistry,物质的性质与应用,Properties & Applications,常见的酸及其性质,CONCEPTUAL,13,15,第四学段(7~9年级),认识盐酸和硫酸的性质和用途，掌握酸的四条通性（与指示剂金属金属氧化物碱盐反应）。,能说出盐酸硫酸的物理性质和用途；能说出酸的化学通性；能写出酸与金属氧化物反应的方程式,让 {{name}} 说说稀盐酸有哪些化学性质，并用它清除铁锈的原理写出方程式。,moe-2022-chem:S4.PA.05,G-JH-CHEM-02,cn_only
mtc_275,化学,Chemistry,物质的性质与应用,Properties & Applications,常见的碱及其性质,CONCEPTUAL,13,15,第四学段(7~9年级),认识氢氧化钠和氢氧化钙的性质和用途，掌握碱的通性（与指示剂非金属氧化物酸盐反应）。,能说出氢氧化钠和氢氧化钙的性质和用途；能说出碱的化学通性；能写出碱与非金属氧化物反应的方程式,让 {{name}} 说说氢氧化钠为什么必须密封保存，以及它吸收二氧化碳的原理。,moe-2022-chem:S4.PA.05,G-JH-CHEM-02,cn_only
mtc_276,化学,Chemistry,物质的性质与应用,Properties & Applications,中和反应与溶液的pH,CONCEPTUAL,13,15,第四学段(7~9年级),理解中和反应（酸与碱作用生成盐和水）的实质，能测定和调节溶液的酸碱性强弱（pH）。,能说出中和反应的实质和产物；能用pH试纸测定溶液酸碱度；能解释中和反应的实际应用,让 {{name}} 判断稀盐酸和氢氧化钠能否发生反应，用酚酞怎么判断反应终点。,moe-2022-chem:S4.PA.05,G-JH-CHEM-02,cn_only
